ID_Venta,Producto,Precio_Unitario,Cantidad
2301,Auriculares,484.98,8
2302,Monitor,42.79,1
2303,Teclado,238.65,8
2304,Mouse,563.49,5
2305,Silla Gamer,169.47,4
2306,Laptop,119.62,5
2307,Auriculares,846.28,2
2308,Router WiFi,639.68,10
2309,Auriculares,490.2,5
2310,Auriculares,829.61,2
2311,Micrófono,446.15,10
2312,Laptop,722.5,3
2313,Router WiFi,69.09,6
2314,Auriculares,749.93,3
2315,Micrófono,156.13,5
2316,Micrófono,368.9,6
2317,Laptop,261.22,9
2318,Mouse,447.26,3
2319,Mouse,517.77,3
2320,Impresora,288.42,6
2321,Webcam,245.94,6
2322,Mouse,464.33,6
2323,Teclado,31.21,9
2324,Webcam,330.28,8
2325,Silla Gamer,303.13,3
2326,Mouse,201.44,9
2327,Monitor,711.11,9
2328,Router WiFi,593.25,9
2329,Impresora,612.26,2
2330,Silla Gamer,402.93,2
2331,Mouse,700.54,1
2332,Auriculares,309.68,6
2333,Teclado,699.04,10
2334,Impresora,654.65,6
2335,Teclado,610.06,1
2336,Mouse,205.17,3
2337,Monitor,275.82,4
2338,Teclado,835.3,7
2339,Mouse,85.06,8
2340,Silla Gamer,55.81,2
2341,Laptop,679.12,9
2342,Router WiFi,69.72,2
2343,Webcam,56.44,5
2344,Laptop,647.15,2
2345,Router WiFi,191.08,4
2346,Teclado,577.43,1
2347,Mouse,141.38,5
2348,Router WiFi,309.37,3
2349,Impresora,668.95,10
2350,Monitor,439.82,2
2351,Mouse,701.16,1
2352,Impresora,200.71,4
2353,Webcam,163.16,9
2354,Laptop,829.05,2
2355,Monitor,784.95,8
2356,Micrófono,600.29,3
2357,Auriculares,579.86,2
2358,Teclado,713.75,7
2359,Silla Gamer,198.45,4
2360,Silla Gamer,114.22,6
2361,Mouse,407.43,9
2362,Teclado,432.27,6
2363,Webcam,483.19,1
2364,Mouse,293.0,2
2365,Silla Gamer,256.04,10
2366,Webcam,591.09,8
2367,Monitor,480.52,5
2368,Silla Gamer,177.28,2
2369,Auriculares,800.4,6
2370,Teclado,31.12,8
2371,Mouse,349.68,9
2372,Mouse,119.51,7
2373,Silla Gamer,597.72,2
2374,Teclado,74.24,4
2375,Micrófono,186.82,7
2376,Mouse,213.9,7
2377,Auriculares,251.81,10
2378,Router WiFi,247.2,7
2379,Micrófono,415.67,10
2380,Silla Gamer,840.63,9
2381,Webcam,142.89,8
2382,Mouse,121.98,8
2383,Auriculares,212.2,3
2384,Laptop,103.22,1
2385,Mouse,434.2,1
2386,Teclado,338.27,6
2387,Teclado,271.93,10
2388,Mouse,651.81,9
2389,Auriculares,678.86,4
2390,Webcam,570.36,8
2391,Impresora,237.81,6
2392,Impresora,474.46,1
2393,Silla Gamer,751.44,2
2394,Silla Gamer,394.32,7
2395,Auriculares,402.24,1
2396,Teclado,482.81,5
2397,Teclado,428.67,3
2398,Webcam,614.9,8
2399,Mouse,492.93,8
2400,Impresora,589.7,10
2401,Auriculares,415.74,3
2402,Impresora,66.79,5
2403,Auriculares,511.36,7
2404,Router WiFi,582.32,5
2405,Micrófono,71.51,10
2406,Laptop,126.97,6
2407,Micrófono,692.83,10
2408,Laptop,655.99,6
2409,Silla Gamer,101.35,6
2410,Micrófono,362.6,1
2411,Monitor,226.14,5
2412,Router WiFi,91.04,2
2413,Webcam,115.57,3
2414,Laptop,467.65,1
2415,Auriculares,566.77,7
2416,Router WiFi,448.0,7
2417,Webcam,37.44,8
2418,Router WiFi,38.97,6
2419,Silla Gamer,494.17,6
2420,Router WiFi,101.66,8
2421,Mouse,594.26,4
2422,Micrófono,433.03,6
2423,Teclado,531.11,6
2424,Silla Gamer,188.06,2
2425,Impresora,198.29,5
2426,Laptop,267.42,10
2427,Silla Gamer,688.71,10
2428,Mouse,616.55,10
2429,Mouse,512.04,5
2430,Mouse,490.91,9
2431,Auriculares,375.21,6
2432,Mouse,561.59,5
2433,Impresora,688.32,7
2434,Impresora,280.74,7
2435,Silla Gamer,229.17,9
2436,Auriculares,578.22,9
2437,Teclado,752.08,9
2438,Teclado,499.56,4
2439,Auriculares,243.02,9
2440,Router WiFi,728.72,7
2441,Router WiFi,623.95,1
2442,Impresora,187.14,8
2443,Teclado,220.13,5
2444,Silla Gamer,361.22,2
2445,Monitor,723.07,5
2446,Webcam,557.03,5
2447,Router WiFi,216.6,4
2448,Mouse,145.04,1
2449,Monitor,682.44,5
2450,Auriculares,423.61,7
2451,Silla Gamer,557.76,1
2452,Monitor,152.85,3
2453,Laptop,235.1,5
2454,Impresora,166.65,1
2455,Auriculares,670.14,1
2456,Mouse,281.19,5
2457,Mouse,768.42,7
2458,Micrófono,578.32,2
2459,Silla Gamer,803.79,3
2460,Monitor,113.46,9
2461,Mouse,453.98,10
2462,Impresora,229.62,2
2463,Monitor,518.65,6
2464,Micrófono,711.75,7
2465,Monitor,797.42,4
2466,Teclado,109.21,4
2467,Webcam,385.48,5
2468,Router WiFi,66.95,9
2469,Micrófono,601.53,2
2470,Micrófono,473.74,8
2471,Monitor,820.52,3
2472,Micrófono,415.17,6
2473,Webcam,38.0,10
2474,Laptop,719.33,1
2475,Monitor,230.6,7
2476,Webcam,551.14,6
2477,Mouse,464.74,4
2478,Auriculares,343.12,7
2479,Webcam,270.38,4
2480,Webcam,195.22,3
2481,Auriculares,544.83,7
2482,Laptop,248.08,2
2483,Auriculares,411.74,7
2484,Micrófono,616.28,2
2485,Teclado,600.58,9
2486,Mouse,312.71,10
2487,Impresora,633.22,8
2488,Laptop,653.31,3
2489,Auriculares,677.43,3
2490,Laptop,353.25,5
2491,Micrófono,498.7,2
2492,Teclado,227.79,3
2493,Router WiFi,590.01,6
2494,Auriculares,417.78,3
2495,Webcam,164.57,10
2496,Micrófono,684.5,4
2497,Mouse,364.74,3
2498,Silla Gamer,748.33,10
2499,Monitor,37.72,1
2500,Impresora,557.92,4
2501,Mouse,829.5,4
2502,Webcam,602.89,3
2503,Laptop,353.56,7
2504,Router WiFi,236.56,2
2505,Micrófono,161.79,10
2506,Mouse,32.22,9
2507,Silla Gamer,662.77,8
2508,Auriculares,118.92,4
2509,Monitor,806.19,5
2510,Webcam,640.41,7
2511,Teclado,378.7,4
2512,Router WiFi,199.53,5
2513,Monitor,367.92,7
2514,Teclado,44.4,5
2515,Monitor,533.48,4
2516,Micrófono,504.6,8
2517,Mouse,29.07,3
2518,Micrófono,829.73,7
2519,Monitor,612.92,7
2520,Router WiFi,233.29,2
2521,Impresora,69.29,6
2522,Monitor,411.6,6
2523,Router WiFi,800.6,10
2524,Laptop,24.95,9
2525,Router WiFi,336.86,7
2526,Micrófono,130.32,9
2527,Laptop,502.59,5
2528,Teclado,438.86,6
2529,Auriculares,130.06,6
2530,Impresora,380.04,5
2531,Mouse,280.67,3
2532,Auriculares,744.42,5
2533,Micrófono,789.73,5
2534,Webcam,529.53,5
2535,Impresora,280.45,3
2536,Micrófono,632.46,8
2537,Teclado,481.98,8
2538,Laptop,177.4,1
2539,Monitor,172.6,8
2540,Webcam,156.33,8
2541,Silla Gamer,116.86,8
2542,Laptop,387.18,9
2543,Auriculares,400.66,2
2544,Teclado,123.19,2
2545,Monitor,741.51,3
2546,Teclado,643.31,5
2547,Router WiFi,760.38,10
2548,Monitor,505.13,1
2549,Impresora,657.36,3
2550,Silla Gamer,784.89,4
2551,Auriculares,582.67,6
2552,Laptop,256.59,2
2553,Silla Gamer,330.74,2
2554,Micrófono,148.21,2
2555,Auriculares,710.39,8
2556,Auriculares,542.34,5
2557,Router WiFi,566.97,6
2558,Laptop,565.44,8
2559,Micrófono,807.32,10
2560,Teclado,196.04,1
2561,Webcam,288.89,1
2562,Mouse,474.91,10
2563,Silla Gamer,97.36,5
2564,Teclado,219.88,7
2565,Mouse,37.54,4
2566,Teclado,343.15,7
2567,Webcam,557.97,3
2568,Mouse,268.44,7
2569,Webcam,771.04,10
2570,Teclado,318.68,2
2571,Micrófono,446.25,8
2572,Auriculares,755.83,8
2573,Webcam,488.11,7
2574,Mouse,648.76,6
2575,Router WiFi,175.27,7
2576,Mouse,54.08,6
2577,Auriculares,582.28,3
2578,Auriculares,458.4,9
2579,Mouse,261.93,7
2580,Mouse,773.93,8
2581,Webcam,143.92,3
2582,Webcam,719.39,9
2583,Silla Gamer,265.89,1
2584,Impresora,84.06,1
2585,Impresora,109.89,7
2586,Silla Gamer,98.97,10
2587,Webcam,315.7,10
2588,Mouse,658.85,1
2589,Mouse,635.49,8
2590,Teclado,673.41,7
2591,Laptop,89.67,5
2592,Micrófono,508.17,8
2593,Auriculares,538.57,5
2594,Micrófono,823.35,3
2595,Monitor,174.21,10
2596,Webcam,744.37,2
2597,Silla Gamer,464.29,1
2598,Silla Gamer,117.4,3
2599,Auriculares,402.66,7
2600,Router WiFi,623.36,5
2601,Router WiFi,695.8,10
2602,Micrófono,594.09,7
2603,Webcam,93.28,3
2604,Laptop,178.96,1
2605,Monitor,733.9,4
2606,Auriculares,559.18,4
2607,Silla Gamer,719.85,9
2608,Monitor,92.0,8
2609,Teclado,414.14,1
2610,Mouse,158.45,3
2611,Auriculares,820.98,8
2612,Laptop,734.55,10
2613,Monitor,187.71,10
2614,Silla Gamer,62.79,1
2615,Mouse,544.05,7
2616,Silla Gamer,725.27,10
2617,Router WiFi,627.65,5
2618,Laptop,425.36,8
2619,Impresora,511.35,10
2620,Auriculares,213.1,1
2621,Impresora,36.3,10
2622,Micrófono,479.97,5
2623,Silla Gamer,758.92,2
2624,Auriculares,537.64,6
2625,Auriculares,599.78,1
2626,Teclado,259.69,4
2627,Auriculares,306.06,4
2628,Impresora,202.96,6
2629,Router WiFi,729.28,8
2630,Teclado,753.97,7
2631,Silla Gamer,712.37,6
2632,Auriculares,684.69,3
2633,Router WiFi,192.58,2
2634,Auriculares,127.71,4
2635,Teclado,523.57,2
2636,Silla Gamer,803.7,8
2637,Webcam,215.43,9
2638,Laptop,850.38,6
2639,Webcam,317.02,3
2640,Teclado,708.1,9
2641,Laptop,690.55,6
2642,Silla Gamer,115.15,4
2643,Mouse,487.22,8
2644,Webcam,845.73,6
2645,Laptop,660.06,9
2646,Webcam,764.88,9
2647,Router WiFi,576.5,1
2648,Auriculares,684.05,2
2649,Mouse,669.65,10
2650,Mouse,704.5,1
2651,Impresora,108.04,2
2652,Monitor,777.06,3
2653,Webcam,608.62,9
2654,Auriculares,628.88,2
2655,Teclado,557.9,6
2656,Teclado,122.64,4
2657,Auriculares,825.77,1
2658,Monitor,713.8,8
2659,Micrófono,258.65,3
2660,Mouse,241.42,7
2661,Micrófono,543.24,4
2662,Teclado,646.03,9
2663,Silla Gamer,674.27,3
2664,Silla Gamer,363.83,7
2665,Auriculares,810.99,9
2666,Micrófono,804.27,8
2667,Teclado,660.1,9
2668,Mouse,90.91,6
2669,Silla Gamer,836.0,3
2670,Silla Gamer,71.55,1
2671,Teclado,770.03,1
2672,Impresora,828.29,7
2673,Silla Gamer,756.13,9
2674,Webcam,619.74,6
2675,Micrófono,27.06,5
2676,Impresora,527.43,3
2677,Silla Gamer,391.06,4
2678,Impresora,539.02,10
2679,Auriculares,599.74,7
2680,Monitor,752.14,2
2681,Laptop,466.83,7
2682,Teclado,452.74,9
2683,Webcam,198.0,9
2684,Impresora,279.82,6
2685,Teclado,39.95,9
2686,Router WiFi,235.34,5
2687,Silla Gamer,840.16,2
2688,Laptop,719.43,5
2689,Impresora,314.89,1
2690,Mouse,393.17,10
2691,Laptop,396.83,4
2692,Router WiFi,490.22,9
2693,Router WiFi,214.7,5
2694,Webcam,574.37,10
2695,Teclado,613.76,9
2696,Monitor,107.89,9
2697,Router WiFi,180.42,6
2698,Auriculares,101.88,7
2699,Silla Gamer,88.56,1
2700,Silla Gamer,758.4,8
2701,Monitor,391.03,6
2702,Impresora,354.98,9
2703,Impresora,667.31,5
2704,Router WiFi,434.77,7
2705,Auriculares,592.72,8
2706,Silla Gamer,704.67,3
2707,Impresora,126.08,8
2708,Teclado,824.44,9
2709,Impresora,118.55,4
2710,Auriculares,413.62,3
2711,Impresora,327.23,2
2712,Router WiFi,728.34,2
2713,Mouse,327.44,5
2714,Laptop,454.66,2
2715,Micrófono,273.74,6
2716,Webcam,264.65,1
2717,Teclado,138.55,10
2718,Silla Gamer,60.9,5
2719,Webcam,199.54,8
2720,Laptop,122.09,6
2721,Mouse,743.38,7
2722,Auriculares,496.42,10
2723,Auriculares,768.18,7
2724,Auriculares,713.51,10
2725,Teclado,653.29,9
2726,Auriculares,653.07,8
2727,Teclado,739.99,6
2728,Mouse,684.74,10
2729,Silla Gamer,342.09,7
2730,Micrófono,469.79,8
2731,Webcam,556.93,3
2732,Laptop,495.54,5
2733,Impresora,556.3,9
2734,Mouse,180.31,10
2735,Impresora,499.57,1
2736,Router WiFi,453.81,8
2737,Impresora,765.34,2
2738,Impresora,169.78,1
2739,Webcam,673.89,4
2740,Router WiFi,389.43,9
2741,Router WiFi,286.61,10
2742,Laptop,428.66,1
2743,Micrófono,383.44,7
2744,Laptop,734.43,6
2745,Silla Gamer,234.08,2
2746,Mouse,470.44,5
2747,Teclado,172.2,2
2748,Teclado,275.29,7
2749,Teclado,69.43,6
2750,Teclado,43.07,1
2751,Webcam,344.34,6
2752,Teclado,363.35,6
2753,Webcam,332.36,2
2754,Laptop,188.72,10
2755,Router WiFi,216.9,9
2756,Impresora,340.28,2
2757,Webcam,70.85,8
2758,Impresora,358.57,8
2759,Laptop,358.92,4
2760,Laptop,244.03,10
2761,Mouse,225.06,9
2762,Teclado,273.48,7
2763,Auriculares,90.19,9
2764,Monitor,670.68,3
2765,Micrófono,469.33,3
2766,Monitor,466.92,7
2767,Impresora,395.67,1
2768,Auriculares,818.7,10
2769,Webcam,562.86,3
2770,Laptop,70.47,8
2771,Webcam,517.02,7
2772,Micrófono,720.14,4
2773,Router WiFi,718.68,5
2774,Laptop,154.55,9
2775,Router WiFi,78.58,2
2776,Silla Gamer,600.54,3
2777,Impresora,850.01,7
2778,Monitor,527.47,6
2779,Micrófono,548.0,8
2780,Webcam,224.74,6
2781,Micrófono,195.42,10
2782,Micrófono,33.68,3
2783,Laptop,526.09,1
2784,Laptop,579.18,7
2785,Impresora,764.01,8
2786,Silla Gamer,467.41,2
2787,Impresora,46.2,8
2788,Mouse,313.66,7
2789,Router WiFi,317.79,3
2790,Laptop,124.12,6
2791,Monitor,389.72,4
2792,Laptop,650.36,6
2793,Monitor,95.22,10
2794,Webcam,691.88,4
2795,Monitor,834.48,6
2796,Laptop,253.67,10
2797,Monitor,26.43,7
2798,Mouse,742.96,10
2799,Impresora,430.77,9
2800,Monitor,568.49,10
2801,Router WiFi,489.84,2
2802,Router WiFi,127.01,2
2803,Teclado,236.12,10
2804,Monitor,752.16,5
2805,Monitor,724.48,1
2806,Impresora,530.8,9
2807,Auriculares,22.12,7
2808,Laptop,729.62,6
2809,Silla Gamer,721.72,7
2810,Webcam,121.59,9
2811,Auriculares,432.07,9
2812,Laptop,754.49,4
2813,Laptop,251.32,7
2814,Impresora,393.27,1
2815,Silla Gamer,182.12,2
2816,Router WiFi,691.26,4
2817,Silla Gamer,815.92,4
2818,Monitor,157.1,5
2819,Mouse,540.38,2
2820,Laptop,419.11,1
2821,Router WiFi,682.58,6
2822,Webcam,225.76,8
2823,Monitor,816.78,1
2824,Micrófono,452.08,4
2825,Mouse,664.75,10
2826,Auriculares,655.08,8
2827,Router WiFi,124.17,1
2828,Laptop,333.92,2
2829,Teclado,71.99,8
2830,Laptop,270.87,7
2831,Mouse,105.07,1
2832,Impresora,63.85,7
2833,Silla Gamer,100.09,7
2834,Monitor,738.53,10
2835,Laptop,397.05,8
2836,Silla Gamer,751.28,10
2837,Mouse,302.55,1
2838,Auriculares,450.04,10
2839,Monitor,110.2,1
2840,Router WiFi,612.89,10
2841,Monitor,771.57,3
2842,Impresora,233.34,7
2843,Auriculares,622.29,8
2844,Teclado,222.44,1
2845,Laptop,126.54,10
2846,Silla Gamer,446.65,6
2847,Webcam,505.23,9
2848,Teclado,142.92,5
2849,Router WiFi,305.28,6
2850,Laptop,450.43,3
2851,Laptop,217.65,9
2852,Laptop,371.02,4
2853,Monitor,552.47,4
2854,Mouse,304.16,8
2855,Auriculares,518.6,6
2856,Router WiFi,490.64,6
2857,Router WiFi,269.34,6
2858,Teclado,107.58,1
2859,Auriculares,202.71,1
2860,Monitor,596.21,8
2861,Router WiFi,197.51,8
2862,Micrófono,690.93,7
2863,Monitor,352.96,1
2864,Micrófono,28.72,6
2865,Laptop,481.17,3
2866,Webcam,386.25,10
2867,Micrófono,56.96,1
2868,Monitor,184.79,3
2869,Monitor,755.8,3
2870,Micrófono,724.37,4
2871,Teclado,183.27,3
2872,Webcam,776.78,1
2873,Teclado,335.19,2
2874,Micrófono,797.93,5
2875,Auriculares,219.94,6
2876,Teclado,802.13,10
2877,Silla Gamer,749.99,2
2878,Mouse,140.45,3
2879,Monitor,179.69,7
2880,Micrófono,284.56,7
2881,Monitor,785.39,10
2882,Router WiFi,177.55,9
2883,Webcam,676.24,6
2884,Monitor,64.73,5
2885,Teclado,727.66,10
2886,Auriculares,194.27,2
2887,Auriculares,677.42,10
2888,Mouse,159.55,7
2889,Impresora,331.32,9
2890,Auriculares,169.16,6
2891,Impresora,597.28,8
2892,Auriculares,243.35,7
2893,Router WiFi,560.1,4
2894,Monitor,763.69,8
2895,Monitor,349.29,5
2896,Silla Gamer,758.56,10
2897,Teclado,797.42,6
2898,Webcam,477.73,3
2899,Mouse,265.53,9
2900,Micrófono,211.66,1
2901,Auriculares,445.93,6
2902,Silla Gamer,395.18,7
2903,Silla Gamer,325.71,8
2904,Micrófono,247.24,1
2905,Teclado,387.32,5
2906,Mouse,318.72,2
2907,Webcam,720.27,9
2908,Impresora,555.05,5
2909,Monitor,102.23,2
2910,Micrófono,52.29,4
2911,Micrófono,183.81,6
2912,Webcam,271.9,5
2913,Monitor,606.53,3
2914,Impresora,778.22,1
2915,Webcam,254.57,6
2916,Silla Gamer,805.99,10
2917,Laptop,412.49,9
2918,Teclado,739.26,4
2919,Monitor,621.22,4
2920,Auriculares,214.6,10
2921,Impresora,649.7,8
2922,Micrófono,678.18,6
2923,Monitor,376.61,7
2924,Monitor,384.82,9
2925,Laptop,331.68,10
2926,Teclado,274.27,1
2927,Auriculares,693.53,6
2928,Micrófono,207.77,7
2929,Silla Gamer,654.03,9
2930,Webcam,291.31,1
2931,Router WiFi,672.73,3
2932,Teclado,832.09,6
2933,Router WiFi,543.58,10
2934,Router WiFi,497.1,7
2935,Silla Gamer,190.09,7
2936,Mouse,464.39,4
2937,Auriculares,110.72,10
2938,Auriculares,551.19,5
2939,Mouse,162.87,9
2940,Teclado,47.12,10
2941,Auriculares,42.79,4
2942,Mouse,777.36,7
2943,Webcam,191.49,5
2944,Impresora,78.62,1
2945,Micrófono,451.14,3
2946,Micrófono,734.48,7
2947,Silla Gamer,150.92,2
2948,Teclado,466.02,8
2949,Mouse,343.55,4
2950,Teclado,743.4,5
2951,Silla Gamer,699.75,8
2952,Teclado,521.87,5
2953,Router WiFi,189.07,8
2954,Webcam,188.01,3
2955,Auriculares,73.63,7
2956,Router WiFi,691.18,9
2957,Micrófono,776.5,8
2958,Auriculares,404.76,1
2959,Mouse,259.61,8
2960,Micrófono,602.11,5
2961,Silla Gamer,529.61,3
2962,Silla Gamer,227.4,10
2963,Silla Gamer,400.72,3
2964,Router WiFi,99.84,1
2965,Monitor,755.93,3
2966,Webcam,753.45,9
2967,Webcam,574.15,2
2968,Monitor,775.2,7
2969,Impresora,121.18,6
2970,Mouse,647.85,9
2971,Micrófono,361.08,3
2972,Webcam,192.72,1
2973,Auriculares,42.69,8
2974,Silla Gamer,305.9,7
2975,Monitor,349.93,1
2976,Webcam,115.74,3
2977,Micrófono,577.17,8
2978,Auriculares,403.65,2
2979,Impresora,566.15,8
2980,Teclado,411.48,5
2981,Teclado,162.17,1
2982,Router WiFi,103.98,5
2983,Mouse,464.52,7
2984,Teclado,84.93,1
2985,Webcam,147.98,6
2986,Teclado,200.44,1
2987,Impresora,200.02,1
2988,Impresora,552.85,2
2989,Silla Gamer,593.83,8
2990,Laptop,517.3,1
2991,Silla Gamer,657.58,4
2992,Micrófono,775.21,4
2993,Mouse,33.82,1
2994,Laptop,300.47,4
2995,Mouse,203.68,2
2996,Teclado,621.78,1
2997,Silla Gamer,446.13,6
2998,Micrófono,487.28,4
2999,Router WiFi,192.51,9
3000,Silla Gamer,800.27,2
3001,Monitor,198.04,6
3002,Micrófono,164.69,7
3003,Micrófono,30.45,4
3004,Auriculares,203.29,5
3005,Router WiFi,326.93,2
3006,Monitor,361.91,10
3007,Auriculares,836.96,2
3008,Impresora,677.63,10
3009,Teclado,229.73,2
3010,Router WiFi,289.87,7
3011,Teclado,296.26,6
3012,Auriculares,76.57,1
3013,Router WiFi,777.99,8
3014,Silla Gamer,444.9,4
3015,Impresora,508.39,1
3016,Monitor,38.12,2
3017,Webcam,216.82,7
3018,Monitor,535.21,1
3019,Teclado,331.54,5
3020,Monitor,146.46,4
3021,Laptop,218.21,10
3022,Auriculares,634.44,6
3023,Teclado,251.48,1
3024,Impresora,678.07,7
3025,Webcam,643.83,4
3026,Micrófono,305.13,4
3027,Impresora,65.41,4
3028,Monitor,525.49,7
3029,Impresora,287.62,8
3030,Laptop,74.16,8
3031,Mouse,812.51,1
3032,Teclado,799.73,3
3033,Mouse,164.74,9
3034,Monitor,216.75,2
3035,Silla Gamer,622.6,5
3036,Teclado,619.84,4
3037,Silla Gamer,167.03,4
3038,Webcam,257.48,8
3039,Monitor,246.28,8
3040,Mouse,810.31,6
3041,Silla Gamer,334.19,8
3042,Auriculares,371.55,10
3043,Silla Gamer,651.94,8
3044,Laptop,653.27,7
3045,Mouse,650.72,5
3046,Router WiFi,466.64,9
3047,Teclado,234.18,8
3048,Webcam,397.21,7
3049,Impresora,523.8,2
3050,Micrófono,133.99,8
3051,Monitor,149.0,4
3052,Laptop,31.16,9
3053,Micrófono,428.65,7
3054,Silla Gamer,826.48,6
3055,Silla Gamer,427.07,10
3056,Mouse,359.99,1
3057,Mouse,340.09,10
3058,Teclado,181.8,7
3059,Webcam,661.03,6
3060,Impresora,609.42,6
3061,Laptop,561.07,7
3062,Monitor,221.77,1
3063,Micrófono,544.5,1
3064,Teclado,237.53,8
3065,Teclado,231.68,10
3066,Router WiFi,810.94,3
3067,Laptop,117.44,2
3068,Silla Gamer,350.76,10
3069,Mouse,451.14,4
3070,Silla Gamer,158.21,7
3071,Webcam,595.06,9
3072,Impresora,567.37,7
3073,Router WiFi,276.27,7
3074,Mouse,111.25,10
3075,Micrófono,696.71,5
3076,Monitor,792.87,7
3077,Webcam,25.83,3
3078,Auriculares,21.81,2
3079,Silla Gamer,456.48,5
3080,Silla Gamer,162.21,6
3081,Teclado,605.2,4
3082,Auriculares,171.64,2
3083,Auriculares,491.46,4
3084,Teclado,187.38,3
3085,Monitor,235.89,7
3086,Auriculares,541.08,10
3087,Mouse,741.67,3
3088,Mouse,263.94,7
3089,Mouse,250.35,6
3090,Laptop,506.87,8
3091,Auriculares,579.26,2
3092,Laptop,71.21,1
3093,Router WiFi,675.93,1
3094,Mouse,195.79,1
3095,Silla Gamer,521.27,5
3096,Auriculares,413.51,6
3097,Router WiFi,377.16,6
3098,Micrófono,850.53,4
3099,Micrófono,572.84,7
3100,Router WiFi,68.04,6
3101,Micrófono,690.1,1
3102,Auriculares,743.48,7
3103,Teclado,41.83,2
3104,Impresora,252.59,4
3105,Micrófono,395.81,8
3106,Impresora,363.6,4
3107,Laptop,839.51,6
3108,Laptop,546.85,1
3109,Micrófono,583.51,4
3110,Router WiFi,422.9,10
3111,Mouse,309.79,8
3112,Mouse,630.31,5
3113,Router WiFi,182.51,3
3114,Impresora,748.2,9
3115,Laptop,126.69,2
3116,Webcam,711.76,9
3117,Auriculares,160.07,8
3118,Mouse,420.94,9
3119,Monitor,222.6,3
3120,Mouse,108.09,1
3121,Teclado,792.03,6
3122,Silla Gamer,656.91,4
3123,Webcam,573.55,2
3124,Teclado,786.82,8
3125,Mouse,681.19,6
3126,Monitor,794.33,10
3127,Mouse,555.32,7
3128,Silla Gamer,563.57,9
3129,Silla Gamer,691.91,4
3130,Webcam,116.58,2
3131,Mouse,94.53,10
3132,Monitor,638.9,2
3133,Router WiFi,325.9,6
3134,Silla Gamer,499.62,1
3135,Webcam,71.89,9
3136,Monitor,724.02,7
3137,Micrófono,661.04,3
3138,Impresora,571.73,10
3139,Monitor,109.02,1
3140,Impresora,728.38,6
3141,Teclado,698.3,5
3142,Monitor,435.61,8
3143,Teclado,520.01,3
3144,Laptop,517.86,5
3145,Impresora,842.96,2
3146,Webcam,848.37,10
3147,Auriculares,544.6,4
3148,Auriculares,262.58,7
3149,Laptop,835.33,6
3150,Teclado,708.05,4
3151,Monitor,602.18,1
3152,Teclado,732.05,7
3153,Webcam,838.03,3
3154,Laptop,475.56,6
3155,Silla Gamer,583.49,6
3156,Silla Gamer,345.27,9
3157,Webcam,255.0,4
3158,Impresora,347.52,3
3159,Micrófono,645.25,10
3160,Laptop,726.26,5
3161,Auriculares,564.17,10
3162,Teclado,387.48,8
3163,Webcam,765.63,4
3164,Monitor,688.51,4
3165,Laptop,321.32,10
3166,Mouse,583.84,3
3167,Silla Gamer,809.8,7
3168,Teclado,789.52,2
3169,Micrófono,829.53,3
3170,Laptop,117.96,9
3171,Micrófono,513.31,3
3172,Silla Gamer,223.97,2
3173,Monitor,349.91,5
3174,Router WiFi,813.25,7
3175,Mouse,666.4,7
3176,Webcam,545.65,8
3177,Micrófono,30.14,2
3178,Mouse,121.86,9
3179,Monitor,39.62,10
3180,Router WiFi,418.72,2
3181,Router WiFi,170.9,8
3182,Silla Gamer,268.29,3
3183,Mouse,290.6,9
3184,Teclado,357.12,1
3185,Silla Gamer,482.3,9
3186,Impresora,426.25,9
3187,Router WiFi,468.12,2
3188,Monitor,822.49,2
3189,Teclado,736.39,3
3190,Laptop,481.19,6
3191,Mouse,53.01,10
3192,Monitor,562.51,2
3193,Impresora,233.74,1
3194,Mouse,834.32,9
3195,Webcam,322.43,9
3196,Teclado,371.84,1
3197,Monitor,270.15,9
3198,Webcam,567.92,8
3199,Teclado,499.75,6
3200,Impresora,776.9,6
3201,Router WiFi,467.48,4
3202,Mouse,570.8,1
3203,Monitor,51.01,3
3204,Webcam,731.47,4
3205,Teclado,520.57,4
3206,Router WiFi,318.7,3
3207,Router WiFi,370.98,9
3208,Webcam,236.99,3
3209,Silla Gamer,399.26,5
3210,Silla Gamer,801.33,3
3211,Impresora,189.72,5
3212,Monitor,613.84,10
3213,Impresora,522.9,7
3214,Teclado,283.23,7
3215,Silla Gamer,42.02,10
3216,Monitor,84.88,2
3217,Impresora,111.85,9
3218,Silla Gamer,75.28,2
3219,Micrófono,775.62,5
3220,Teclado,742.08,4
3221,Webcam,28.69,7
3222,Monitor,334.95,2
3223,Mouse,166.44,5
3224,Router WiFi,702.62,8
3225,Mouse,459.8,10
3226,Webcam,478.55,10
3227,Mouse,765.09,3
3228,Micrófono,806.57,7
3229,Teclado,307.16,9
3230,Impresora,514.32,7
3231,Auriculares,512.41,5
3232,Laptop,590.76,3
3233,Teclado,138.99,10
3234,Webcam,64.4,6
3235,Monitor,583.75,7
3236,Auriculares,172.57,6
3237,Auriculares,437.6,5
3238,Silla Gamer,452.85,4
3239,Webcam,548.39,2
3240,Webcam,358.11,6
3241,Mouse,547.59,2
3242,Monitor,805.2,3
3243,Router WiFi,68.18,5
3244,Impresora,792.51,1
3245,Silla Gamer,582.77,3
3246,Auriculares,433.92,9
3247,Mouse,357.24,10
3248,Monitor,776.98,1
3249,Silla Gamer,604.0,6
3250,Monitor,846.19,9
